parent_id,drawdown_cv,f4_cv,f5_cv,f6_cv,drawdown_mean,f4_mean,f5_mean,f6_mean,crash,boom,Unnamed: 0,f1_2008,f2_2020,f3_2022,f4_terminal,f5_annual_worst,dollar_ret_1p,dollar_ret_6p,dollar_ret_13p,dollar_ret_26p,avg_eps_1q,avg_eps_2q,avg_eps_4q,avg_eps_8q,threshold,beta,mom_decay,qual_decay,macro_weights_0,macro_weights_1,macro_weights_2,macro_weights_3,drawdown,rank
440800849,0.4656824339294107,0.03928335559592563,-0.07942131213682167,0.05260909883916163,517090.5628001561,1033274.2159740217,-0.04104508526841007,571366.0611900445,0.06967256064106153,0.2042345574655422,67,104916.6854999981,35068.328000000096,85803.95443529321,1065685.4678882349,-0.0350234970152985,-1.99380138708042,0.7727888111495338,-1.8548981256283943,1.7920775235482975,1.1295077322070926,0.8393766133373174,-1.8663856887914327,0.2747985771458316,-0.923102282445478,14.72658188054829,-0.0837635406019207,0.9376402457748232,0.0750237690636677,-0.2633756565323538,-0.0965476740331581,0.7581784993982755,225788.9679352914,0
775856594,0.3685864036355899,0.055892582477815096,-0.05237006700222335,0.05290479731754735,1080042.7209013118,1487066.6290832565,-0.046148553173871246,457689.0918507762,0.023250769175068742,0.295191700868914,113,228515.04780000023,55562.2222999995,45342.86329999985,1876067.552327877,-0.038906506080453,-1.4396926473746874,0.4427089401820451,-0.7794265196567952,1.8434746982355223,1.3354489170513535,0.3559787325774874,-0.4647978985222201,1.9151328543427144,-0.0270344178152596,14.592668558483266,0.3550612841062012,-0.9115339281453207,0.069907811039514,0.717331396371612,0.1786015901210804,0.996641752091675,329420.1333999996,0
1127218185,0.3951539508121933,0.07967039390199103,-0.03863917478044419,0.04986878415493537,780515.7465510127,1256916.0642716833,-0.041273217795882014,529947.925956158,0.05369424181608462,0.25236010041430257,26,429520.505499999,13124.313499999873,77733.56370000122,1591451.3556999993,-0.0360234077541507,-1.90082604231428,0.6250251139616694,0.8806636169021282,1.8424748109348617,1.3320820448538,0.7425761412189675,-0.4084848702945592,1.8611656147177649,-0.0214080974263209,12.34151631550706,0.3532126511325127,-0.7804851181679338,0.0272023755152839,0.5900078183313491,0.3668577647508809,0.974911181131726,520378.3827000001,0
1279209563,0.28841510256653663,0.05443007601511631,-0.08505607054031367,0.044046289095515785,333229.1539461476,908727.8599991495,-0.032964436293534974,768238.0598479708,0.1349249176492897,0.1736935987491961,66,105373.75889999856,56764.91590000037,73091.5893999997,998427.5074999993,-0.0309616484758084,-1.63779244609151,0.5253563998303408,-0.9128446907023614,1.8405140803734776,0.6051063366646999,0.8754363212337679,1.5201920490630805,0.8129208377613004,-1.266883457955556,13.597204182111264,0.2695973499475975,0.7367466072280237,-0.8936569837089633,0.2630727132358781,0.0312161757541255,-0.0018882293236682,235230.26419999864,0
1708791521,0.23602502015962537,0.05286870898992743,-0.07212760662760016,0.0687746660613581,236689.83283321146,908128.1178007156,-0.035839092192577984,799203.5999953307,0.14393001053494792,0.1735386349781125,73,0.0,179136.43199999997,8317.740799999796,948580.0374000004,-0.0326665244307567,-1.880668901023057,1.8519508359619177,-1.35362078629989,0.8369672069438259,0.528128383141953,0.7032284149879432,1.334313853008415,-0.3770971971811492,-0.981227268614128,12.413621032465166,0.3344575120381986,0.9485297191301982,-0.8208205452877954,0.332177277002014,-0.0150103224030882,0.7132046590903026,187454.17279999977,0
2652315412,0.40926590760109555,0.05959134287701631,-0.062126610537193476,0.05554207924159509,1001895.4732178521,1457516.9421334076,-0.04491008955346352,459872.71276321355,0.024225290917970765,0.2900029092087717,121,251487.5337999995,32244.319200000027,35262.5708999997,1618081.1395999994,-0.0386786023760734,-1.9046179231460632,0.4894702203759968,-0.7794265196567952,1.842774526568156,1.3295806771740404,0.3559787325774874,-0.4083118640546337,1.9167916863029004,-0.0270344178152596,14.592668558483266,0.3604284102270879,-0.9115339281453207,0.2151242833481525,0.70326845790568,0.0720646386628036,0.9962690305103532,318994.42389999924,0
2789866219,0.24949092210475846,0.05384819262905112,-0.12110713151054063,0.05023559459424263,840177.0139570743,1088561.603820676,-0.030590936347398734,566413.4149287605,0.0678116960670947,0.21685426805753028,24,498385.35579999967,46332.61519999965,12731.960200000203,1110811.1530999998,-0.0260548751395487,-1.6199642843413944,0.1188480129752778,1.0152610230704255,1.963581693106071,1.497620065214888,0.6635768389329044,-0.4406176714276376,-0.5276936033290613,-0.2388580116102482,14.533127788165752,0.3899955810807183,0.9216889582754086,-0.8202477812915526,0.6734870031384806,0.0957659754744723,0.996001820362135,557449.9311999995,0
4729066849,0.2562100371234304,0.05961715159772088,-0.09500510238104463,0.06310486046429435,222332.33046556482,835327.1086171698,-0.03469590180660504,816289.2895208803,0.14877979109577844,0.15408894916680094,94,0.0,176463.51089999988,0.0,882716.8512752979,-0.0301016848153727,-1.3027575790414891,0.7639877775201387,-1.35362078629989,0.8369672069438259,0.7230464727218381,0.7032284149879432,-1.8051970141800089,-0.5692644167509797,-0.927269107353262,13.292653750586696,0.3367988175469625,0.9473189444243892,-0.7600380357379986,0.4148496050892603,0.0189064823704901,0.7411774228099755,176463.51089999988,0
5091876646,0.34294628325994664,0.05918156922233045,-0.052081120896292396,0.04891289227537779,719836.3793143319,1435127.1626467768,-0.04643155757610658,506771.7948248418,0.04431244740210971,0.28601502979390014,116,161011.77260000125,50707.991700000246,85663.49429999979,1541626.1096999997,-0.0436808880723169,-1.8931771336031136,0.5953693482593196,-1.0408897133232464,1.9046219581575865,1.0001064150429686,0.6937149255764967,1.2198947350566445,1.9757812853554493,-0.0210169600306196,13.460658236717498,0.2543896519111566,-0.7589365064854726,0.0805383016216722,0.6092134091677792,0.1895017344147059,0.9926802065801176,297383.2586000013,0
5112672398,0.3874720470311324,0.048934168622857814,-0.0992142513898077,0.06497136643072936,342026.44126838446,949158.1345783625,-0.033123300707336066,709842.996342649,0.1171215448872065,0.1839563256192862,112,154858.85930000147,34394.77900000039,75333.34659999993,971773.0319,-0.0281978407264346,-1.2236315488371796,0.6419499044979563,1.6790919030204257,1.635169123152699,0.620397952629796,0.8402529135056808,1.470367140218487,-0.6498077745347651,-0.5951039527703096,13.857196597065103,0.8922043934595165,0.8818387880107157,-0.8004060270284707,0.3512557384871362,0.1868020486699748,0.1408180951415309,264586.9849000018,0
6319390429,0.2877100378085373,0.05815792377691955,-0.05828639622636528,0.047297439993039925,202822.0638700001,927813.9663008649,-0.04158627189450635,736593.698446903,0.12541724904037554,0.17858293489816157,82,0.0,91523.41040000028,45934.83639999956,903588.5999999996,-0.0349954331562675,-1.900782548405073,0.0409314534764267,-1.338988704249362,0.4599743020567989,1.1254797514592705,0.7032284149879432,1.7600471319344453,0.1311025921685349,-0.9272684938559816,14.588245384633394,-0.0709321332993281,0.9782949352529204,-0.8918613796664441,0.3500853075229032,0.130535726680437,0.9347964930124032,137458.24679999985,0
6936275367,0.39576576928219004,0.0665782441225516,-0.05249000058153348,0.04847472176665322,653887.4299816696,1334579.5006068803,-0.04658201105328137,511183.902444814,0.046124567232541214,0.2674675736019356,77,179413.83460000122,51808.62930000032,18269.05379999976,1449968.2101726872,-0.0436513232141644,-1.90082604231428,0.0940874200127983,0.8388738689629497,1.5114141132477987,1.3320820448538,0.7411088655920417,1.362072960142983,1.7562787683674876,-0.0211160707087464,12.34151631550706,0.2626125245280329,-0.7804851181679338,0.1095317013033467,0.6066594109844128,0.1898893983032231,0.969466840215842,249491.5177000013,0
8685956573,0.4194183362569004,0.06217144373248607,-0.052098929248036684,0.04982443745757719,570977.66521625,1284731.295070293,-0.04690007749295407,513821.866029252,0.04720205016211754,0.2578545586425742,83,48285.33670000138,40137.85909999977,44125.63080000051,1454086.8047999996,-0.043767209872945,-1.90082604231428,0.5892820700186098,-1.5712013535749922,1.8629259274346723,1.272302690885596,0.7439775710448848,1.4413274171213353,1.7258699563370563,-0.0211160707087464,12.773259738253287,0.2646202722150865,-0.959515147447821,-0.0332736489583719,0.6062666974980375,0.1902898440980917,0.9916502964788508,132548.82660000166,0
