ADC,ADM,APH,APO,APP,ARES,AZO,BKNG,BRK-B,BTAL,BTE,BX,CASY,COST,CTA,CVX,CWST,CYA,DBMF,DECK,DOW,EGP,EXEL,FANG,FICO,FMF,FR,GILD,IVOL,KKR,KLAC,KMLM,LLY,LMT,MCK,MELI,META,MPC,MPWR,MSFT,NNN,O,ORLY,PFIX,PGR,PLD,PSA,REXR,RSBT,RSG,SCHD,SCHG,STAG,SVXY,TMUS,TRI,TRNO,TSLA,UNH,VOO,VRT,VRTX,WM,WMT,WPC,XLG,XME,XOM,GIC,date
1.0,1.0,5085.0,4149.0,0.0,2595.0,0.0,1694.0,0.0,0.0,864.0,4009.0,0.0,0.0,0.0,108.0,4069.0,0.0,0.0,2139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207.0,0.0,3182.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,2103.0,0.0,1354.0,2479.0,1842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,0.0,0.0,0.0,0.0,1400.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,2179.0,0.0,0.0,0.0,0.0,-199.3233000006294,2011-02-14
0.0,0.0,4728.0,4289.0,0.0,2685.0,0.0,1678.0,0.0,0.0,807.0,3783.0,0.0,0.0,0.0,138.0,4049.0,0.0,0.0,2090.0,0.0,0.0,0.0,0.0,1190.0,0.0,0.0,2262.0,0.0,3171.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,2174.0,0.0,0.0,2545.0,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,1420.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,2253.0,0.0,0.0,0.0,0.0,-150.6682000006549,2011-03-14
2714.0,0.0,4926.0,4332.0,0.0,0.0,0.0,1671.0,361.0,0.0,0.0,3863.0,957.0,588.0,0.0,517.0,4255.0,0.0,0.0,2193.0,839.0,1195.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2965.0,1140.0,0.0,0.0,0.0,0.0,464.0,0.0,2196.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4229.0,0.0,0.0,1036.3225999993738,2011-04-11
0.0,0.0,0.0,4453.0,0.0,2786.0,47.0,1554.0,0.0,0.0,727.0,3746.0,0.0,0.0,0.0,0.0,4682.0,0.0,0.0,1270.0,0.0,0.0,2820.0,0.0,0.0,0.0,3706.0,2196.0,0.0,3027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2257.0,0.0,1574.0,2539.0,1903.0,0.0,0.0,2333.0,0.0,0.0,0.0,0.0,1431.0,0.0,0.0,0.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410.0,2160.0,0.0,0.0,0.0,-258.51380000065546,2011-05-09
0.0,0.0,0.0,4406.0,0.0,2825.0,111.0,1525.0,0.0,0.0,768.0,3783.0,929.0,0.0,0.0,139.0,0.0,0.0,0.0,2129.0,0.0,0.0,0.0,1.0,831.0,0.0,0.0,2225.0,0.0,3001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2288.0,0.0,1604.0,2500.0,1881.0,0.0,0.0,2349.0,0.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,0.0,0.0,0.0,0.0,2342.0,2154.0,0.0,0.0,0.0,-111.30350000062026,2011-06-06
0.0,1.0,0.0,4468.0,0.0,2727.0,14.0,1550.0,0.0,0.0,784.0,4039.0,875.0,0.0,0.0,490.0,5278.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1091.0,0.0,0.0,2166.0,0.0,3109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2210.0,0.0,1656.0,2537.0,1894.0,0.0,0.0,2371.0,0.0,0.0,0.0,0.0,1373.0,0.0,0.0,0.0,0.0,1126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302.0,2018.0,0.0,0.0,0.0,-172.4178000005195,2011-07-04
0.0,0.0,5278.0,0.0,0.0,2831.0,0.0,1541.0,0.0,0.0,806.0,3899.0,813.0,0.0,0.0,94.0,5182.0,0.0,0.0,0.0,0.0,0.0,3464.0,0.0,1050.0,0.0,3841.0,2190.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,2293.0,0.0,1585.0,2619.0,1626.0,0.0,0.0,2378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,1889.0,0.0,0.0,0.0,-186.9612000004854,2011-08-01
2742.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,4967.0,0.0,0.0,1826.0,855.0,1154.0,3928.0,0.0,0.0,0.0,3758.0,0.0,0.0,0.0,1326.0,0.0,910.0,0.0,0.0,0.0,0.0,2099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1931.0,0.0,0.0,689.0,130368.6278999995,2011-08-29
0.0,0.0,0.0,0.0,0.0,2580.0,94.0,1415.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.0,0.0,0.0,1328.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0,0.0,1444.0,2197.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.0,0.0,1702.0,0.0,0.0,0.0,232549.42489999952,2011-09-26
0.0,0.0,0.0,0.0,0.0,2583.0,88.0,1437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121.0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,0.0,0.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0,1465.0,0.0,0.0,710.0,295752.3236999996,2011-10-24
2157.0,0.0,0.0,0.0,0.0,2628.0,16.0,1444.0,0.0,0.0,0.0,4373.0,0.0,481.0,0.0,500.0,4764.0,0.0,0.0,1659.0,0.0,1104.0,3963.0,0.0,1.0,0.0,4276.0,0.0,0.0,3687.0,1113.0,0.0,0.0,0.0,426.0,0.0,0.0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,1347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.0,2085.0,1742.0,0.0,0.0,0.0,-187.4655000003986,2011-11-21
2235.0,1444.0,0.0,0.0,0.0,2449.0,84.0,1465.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,1679.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,344.0,0.0,0.0,0.0,1408.0,0.0,1698.0,5440.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,1203.0,0.0,0.0,0.0,117469.67449999962,2011-12-19
2231.0,0.0,0.0,0.0,0.0,2470.0,85.0,1535.0,374.0,0.0,711.0,0.0,647.0,464.0,0.0,384.0,0.0,0.0,0.0,1860.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2139.0,0.0,0.0,0.0,0.0,932.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5264.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0,0.0,0.0,0.0,117351.48359999963,2012-01-16
2241.0,0.0,5403.0,0.0,0.0,2545.0,82.0,1507.0,254.0,0.0,711.0,0.0,0.0,0.0,0.0,0.0,4193.0,0.0,0.0,662.0,0.0,1019.0,0.0,1.0,0.0,0.0,0.0,1841.0,0.0,0.0,1001.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,2191.0,0.0,0.0,0.0,5249.0,0.0,0.0,0.0,361.0,0.0,0.0,1376.0,0.0,0.0,5164.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.0,1522.0,0.0,0.0,0.0,-182.54660000023432,2012-02-13
2365.0,1.0,5064.0,0.0,0.0,0.0,85.0,1367.0,385.0,0.0,744.0,3997.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3633.0,1616.0,0.0,3339.0,0.0,0.0,0.0,0.0,417.0,329.0,0.0,2122.0,2043.0,0.0,0.0,0.0,5525.0,0.0,2220.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,5201.0,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6331.503199999686,2012-03-12
0.0,0.0,4983.0,0.0,0.0,0.0,81.0,1215.0,390.0,0.0,767.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,2703.0,0.0,0.0,0.0,0.0,744.0,0.0,3707.0,0.0,0.0,3484.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,2124.0,1998.0,0.0,0.0,0.0,5176.0,0.0,2237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4879.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425.0,1226.0,0.0,702.0,3892.0,0.0,0.0,-200.57750000036322,2012-04-09
0.0,0.0,4889.0,0.0,0.0,0.0,82.0,1047.0,0.0,0.0,0.0,0.0,659.0,491.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3555.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,2217.0,1927.0,0.0,0.0,0.0,5073.0,0.0,2167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,0.0,1629.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.0,0.0,1182.0,0.0,0.0,0.0,102127.52969999972,2012-05-07
2701.0,0.0,5232.0,0.0,0.0,2808.0,81.0,1088.0,382.0,0.0,826.0,0.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3593.0,1829.0,0.0,3752.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,2379.0,1782.0,0.0,0.0,0.0,4543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4751.0,1365.0,0.0,0.0,3290.0,0.0,0.0,0.0,0.0,542.0,1278.0,0.0,183.0,0.0,0.0,0.0,-202.37060000025667,2012-06-04
0.0,1395.0,5099.0,0.0,0.0,2610.0,0.0,1209.0,0.0,1387.0,0.0,0.0,569.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,2.0,764.0,0.0,0.0,1244.0,0.0,0.0,1086.0,0.0,975.0,539.0,371.0,0.0,0.0,0.0,0.0,0.0,2157.0,1541.0,4673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.0,1554.0,0.0,0.0,649.0,-244.56290000013541,2012-07-02
0.0,0.0,5151.0,5670.0,0.0,1379.0,0.0,1161.0,0.0,0.0,0.0,0.0,584.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5156.0,0.0,0.0,0.0,3399.0,0.0,0.0,3732.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0,2002.0,1822.0,0.0,0.0,0.0,0.0,0.0,2361.0,0.0,0.0,0.0,0.0,0.0,5217.0,0.0,4229.0,1300.0,0.0,1541.0,0.0,0.0,690.0,0.0,0.0,558.0,1272.0,0.0,0.0,1943.0,0.0,0.0,-258.7924999999814,2012-07-30
0.0,0.0,4744.0,2093.0,0.0,2780.0,0.0,1164.0,0.0,1495.0,0.0,0.0,584.0,442.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,727.0,0.0,3484.0,0.0,0.0,3385.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,1953.0,0.0,0.0,0.0,0.0,5438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5096.0,0.0,4326.0,1271.0,2200.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.0,1637.0,1546.0,0.0,0.0,0.0,-200.69370000017807,2012-08-27
0.0,0.0,4623.0,5401.0,0.0,2798.0,85.0,1358.0,0.0,0.0,0.0,0.0,619.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,0.0,0.0,0.0,0.0,3494.0,1589.0,0.0,3464.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,1868.0,1629.0,0.0,0.0,0.0,4912.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,4099.0,1119.0,0.0,1525.0,0.0,0.0,0.0,0.0,0.0,586.0,0.0,0.0,1542.0,0.0,0.0,0.0,-195.02900000009686,2012-09-24
0.0,0.0,2267.0,5096.0,0.0,2950.0,0.0,1335.0,0.0,0.0,882.0,4532.0,638.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,6085.0,0.0,0.0,0.0,3539.0,1426.0,0.0,3462.0,1154.0,0.0,0.0,0.0,419.0,0.0,0.0,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4098.0,924.0,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,18068.698800000013,2012-10-22
2290.0,0.0,4669.0,4882.0,0.0,2878.0,88.0,1449.0,364.0,0.0,0.0,4160.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,0.0,0.0,0.0,0.0,0.0,1408.0,0.0,3350.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,1748.0,0.0,0.0,0.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3777.0,932.0,1821.0,1596.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.0,0.0,0.0,0.0,0.0,0.0,782.8242999999784,2012-11-19
0.0,0.0,4848.0,4964.0,0.0,2885.0,0.0,1318.0,0.0,0.0,0.0,736.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,0.0,1252.0,0.0,3560.0,1191.0,0.0,0.0,0.0,385.0,0.0,0.0,1678.0,0.0,0.0,0.0,0.0,5308.0,0.0,0.0,0.0,372.0,0.0,0.0,1545.0,0.0,0.0,3634.0,906.0,1847.0,1653.0,3217.0,0.0,762.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.6382000000449,2012-12-17
0.0,0.0,4766.0,4484.0,0.0,2994.0,0.0,1387.0,373.0,0.0,0.0,4516.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,0.0,0.0,803.0,0.0,3469.0,1289.0,0.0,3705.0,0.0,0.0,0.0,0.0,374.0,0.0,1265.0,1564.0,370.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3702.0,884.0,2110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26789.112300000037,2013-01-14
1456.0,0.0,4698.0,3949.0,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,4240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5569.0,0.0,0.0,0.0,2113.0,0.0,0.0,0.0,0.0,0.0,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2019.0,0.0,0.0,0.0,0.0,331208.4301,2013-02-11
0.0,0.0,1171.0,3719.0,0.0,0.0,0.0,1356.0,0.0,0.0,0.0,4050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5012.0,0.0,0.0,0.0,0.0,0.0,0.0,3268.0,0.0,0.0,3230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,0.0,0.0,0.0,0.0,5433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398856.9364,2013-03-11
0.0,0.0,4740.0,3388.0,0.0,0.0,98.0,1348.0,367.0,0.0,0.0,3797.0,742.0,474.0,0.0,0.0,0.0,0.0,0.0,4736.0,0.0,0.0,0.0,2039.0,848.0,0.0,9.0,181.0,0.0,2959.0,0.0,0.0,0.0,0.0,384.0,0.0,1374.0,1275.0,0.0,1702.0,0.0,0.0,5520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71508.7124999999,2013-04-08
2307.0,0.0,4777.0,3262.0,0.0,0.0,97.0,1412.0,367.0,0.0,0.0,3769.0,770.0,457.0,0.0,0.0,0.0,0.0,0.0,4121.0,0.0,980.0,0.0,1929.0,0.0,0.0,443.0,0.0,0.0,2947.0,0.0,0.0,0.0,0.0,396.0,0.0,1450.0,1353.0,0.0,0.0,0.0,0.0,5577.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,3451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33743.565299999784,2013-05-06
0.0,0.0,4722.0,3225.0,0.0,3595.0,97.0,1413.0,366.0,0.0,0.0,3495.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,4508.0,0.0,0.0,0.0,1824.0,0.0,0.0,3095.0,0.0,0.0,2789.0,0.0,0.0,0.0,0.0,409.0,181.0,1474.0,1466.0,0.0,0.0,0.0,0.0,5488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5568.0,0.0,3504.0,0.0,2378.0,0.0,1688.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-176.00900000019465,2013-06-03
22.0,0.0,4688.0,3622.0,0.0,0.0,98.0,1295.0,0.0,0.0,0.0,3644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4504.0,0.0,0.0,0.0,1536.0,0.0,0.0,0.0,0.0,0.0,3138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.0,0.0,0.0,0.0,0.0,3326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384243.16119999986,2013-07-01
2475.0,1720.0,0.0,3609.0,0.0,3673.0,0.0,1248.0,0.0,0.0,0.0,3826.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.0,1197.0,0.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,2216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.0,5675.0,0.0,3905.0,0.0,0.0,1718.0,0.0,5276.0,773.0,0.0,0.0,0.0,1327.0,0.0,1341.0,0.0,0.0,768.0,-189.39950000017416,2013-07-29
2398.0,1720.0,0.0,2533.0,0.0,3887.0,0.0,1250.0,0.0,0.0,0.0,0.0,716.0,0.0,0.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.0,0.0,0.0,0.0,1017.0,0.0,0.0,1212.0,0.0,1046.0,517.0,0.0,0.0,0.0,1755.0,1875.0,1697.0,0.0,0.0,0.0,0.0,2495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,0.0,4859.0,737.0,0.0,5.0,0.0,354.0,0.0,0.0,0.0,0.0,780.0,-173.61210000002757,2013-08-26
2826.0,1824.0,5165.0,1121.0,0.0,3932.0,70.0,1183.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.0,0.0,0.0,0.0,1057.0,0.0,0.0,1246.0,0.0,1079.0,501.0,0.0,0.0,0.0,1703.0,0.0,1574.0,0.0,0.0,5339.0,0.0,2568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774.0,0.0,4029.0,750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,-192.26170000003185,2013-09-23
0.0,0.0,5270.0,3206.0,0.0,0.0,0.0,1158.0,0.0,0.0,1.0,3628.0,0.0,0.0,0.0,610.0,8026.0,0.0,0.0,0.0,0.0,1144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3310.0,0.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,5448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,0.0,0.0,0.0,3755.0,0.0,0.0,27.0,0.0,0.0,2268.0,0.0,4604.0,0.0,283.0,256985.24959999986,2013-10-21
0.0,0.0,5187.0,2803.0,0.0,0.0,0.0,1112.0,0.0,0.0,1366.0,3291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4903.0,0.0,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2148.0,5287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,0.0,0.0,3686.0,4126.0,0.0,0.0,1.0,0.0,0.0,2415.0,0.0,4717.0,0.0,0.0,237011.8975999999,2013-11-18
0.0,0.0,5027.0,3087.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,3316.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,3674.0,0.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,0.0,3863.0,5846.0,0.0,0.0,25.0,0.0,0.0,2286.0,0.0,0.0,0.0,0.0,353219.87439999986,2013-12-16
0.0,0.0,5088.0,3050.0,0.0,0.0,0.0,1058.0,0.0,0.0,1518.0,3193.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,3519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.0,0.0,0.0,4946.0,0.0,0.0,0.0,0.0,0.0,2384.0,0.0,4680.0,0.0,0.0,361242.1597999998,2014-01-13
0.0,0.0,5024.0,2671.0,0.0,4450.0,0.0,1115.0,0.0,0.0,0.0,2978.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,3513.0,0.0,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4577.0,736.0,1598.0,0.0,3933.0,5375.0,0.0,0.0,0.0,0.0,0.0,2448.0,0.0,4714.0,0.0,840.0,60320.21559999965,2014-02-10
